,address,quantity,percetages,value
418,0x941aBa95624d00CE35EFb264bfCe7D41bb93795e,"812,796,923,044.522553156",0.0008,"$14,093.90"
419,0x941aBa95624d00CE35EFb264bfCe7D41bb93795e,"812,796,923,044.522553156",0.0008,"$14,093.90"
420,0xa79BaBFb8c58B113D80a72Cf8C9CC90F5EF52424,"811,318,355,873.26852664",0.0008,"$14,068.26"
421,0xa79BaBFb8c58B113D80a72Cf8C9CC90F5EF52424,"811,318,355,873.26852664",0.0008,"$14,068.26"
422,0x73d401cFaD0105968C3A9Ed5D7Bce3D769242825,"808,614,367,252.631676629",0.0008,"$14,021.37"
423,0x73d401cFaD0105968C3A9Ed5D7Bce3D769242825,"808,614,367,252.631676629",0.0008,"$14,021.37"
424,0x0d02E5E6448fB2990981d3EF8EEF0100F57B019E,"805,202,748,817.349865264",0.0008,"$13,962.22"
425,0x0d02E5E6448fB2990981d3EF8EEF0100F57B019E,"805,202,748,817.349865264",0.0008,"$13,962.22"
426,0x494BFa1dFD9C401C14342765286BB8E21f5Fbb70,"802,192,692,624.332133725",0.0008,"$13,910.02"
427,0x494BFa1dFD9C401C14342765286BB8E21f5Fbb70,"802,192,692,624.332133725",0.0008,"$13,910.02"
428,0xdd338f832C998Aca3bC8aD3FFcea53f29991BBc6,"800,255,844,330.281020912",0.0008,"$13,876.44"
429,0xdd338f832C998Aca3bC8aD3FFcea53f29991BBc6,"800,255,844,330.281020912",0.0008,"$13,876.44"
430,0x2796987d026cd0B47393976b6c6dC03064b68343,"800,000,000,000.802093105",0.0008,"$13,872.00"
431,0x2796987d026cd0B47393976b6c6dC03064b68343,"800,000,000,000.802093105",0.0008,"$13,872.00"
432,0x3a21d1a4E1b2897c5c24E714d693F63814c1a951,"799,438,099,565.704358073",0.0008,"$13,862.26"
433,0x3a21d1a4E1b2897c5c24E714d693F63814c1a951,"799,438,099,565.704358073",0.0008,"$13,862.26"
434,0x0141dC8Db270c642191b686aBdd2c6E33699Ba14,"798,814,837,984.254613074",0.0008,"$13,851.45"
435,0x0141dC8Db270c642191b686aBdd2c6E33699Ba14,"798,814,837,984.254613074",0.0008,"$13,851.45"
436,0x6E67Ad1a65ED00943992ffFF71cEF3d49a4AC336,"795,183,599,671.229961109",0.0008,"$13,788.48"
437,0x6E67Ad1a65ED00943992ffFF71cEF3d49a4AC336,"795,183,599,671.229961109",0.0008,"$13,788.48"
438,0x4c1966D1757Da07D9FA3c9a9dfdfe4356A1A2FF0,"793,084,409,656.230831806",0.0008,"$13,752.08"
439,0x4c1966D1757Da07D9FA3c9a9dfdfe4356A1A2FF0,"793,084,409,656.230831806",0.0008,"$13,752.08"
